"Churn","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","PaperlessBilling","MonthlyCharges","TotalCharges","MultipleLinesNo.phone.service","MultipleLinesYes","InternetServiceFiber.optic","InternetServiceNo","OnlineSecurityNo.internet.service","OnlineSecurityYes","OnlineBackupNo.internet.service","OnlineBackupYes","DeviceProtectionNo.internet.service","DeviceProtectionYes","TechSupportNo.internet.service","TechSupportYes","StreamingTVNo.internet.service","StreamingTVYes","StreamingMoviesNo.internet.service","StreamingMoviesYes","ContractOne.year","ContractTwo.year","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check"
"No",0.98376991823928,-0.441922589008373,-0.966712358502405,1.52441854511193,0.822138962050939,0.328384938646462,-1.20007641871786,1.03118596449184,1.19932218396763,-0.328384938646462,-0.864654707717372,1.12515749655777,-0.523665471512868,-0.523665471512868,1.5705823679044,-0.523665471512868,1.35838152232262,-0.523665471512868,1.37058186567281,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,1.2536176236952,1.95156601198854,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"No",0.98376991823928,-0.441922589008373,-0.966712358502405,-0.655854490338853,-1.21240809410795,0.328384938646462,0.833110902250414,-0.489755564900264,-0.951082641912047,-0.328384938646462,-0.864654707717372,-0.888583821399392,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,1.54605273578196,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,1.84178379234556
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,1.52441854511193,0.0490110807105593,0.328384938646462,0.833110902250414,-1.49317760234385,-0.717842565600568,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,1.95156601198854,-0.573536810496208,-0.52587025589356,-0.711242532131895,-0.542841538796587
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,1.52441854511193,1.43250307889861,0.328384938646462,0.833110902250414,1.29077773537276,2.08092828970103,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,1.35838152232262,-0.523665471512868,-0.729468828537787,-0.523665471512868,1.54605273578196,-0.523665471512868,1.26277968574607,-0.523665471512868,1.2536176236952,-0.512304857650571,1.74321286737025,1.90122323284595,-0.711242532131895,-0.542841538796587
"No",0.98376991823928,-0.441922589008373,1.03422361281936,1.52441854511193,1.18835743215954,0.328384938646462,0.833110902250414,-1.35506146783669,-0.390963070203675,-0.328384938646462,1.15629596305197,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,-0.512304857650571,1.74321286737025,-0.52587025589356,-0.711242532131895,-0.542841538796587
"Yes",-1.0162912378505,2.26237982134137,1.03422361281936,-0.655854490338853,-1.29378997635431,0.328384938646462,0.833110902250414,-1.46821685514376,-1.00895241924528,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,1.84178379234556
"No",0.98376991823928,-0.441922589008373,1.03422361281936,1.52441854511193,0.211774845203271,0.328384938646462,-1.20007641871786,-1.50981810047724,-0.702346056189159,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"Yes",-1.0162912378505,-0.441922589008373,1.03422361281936,1.52441854511193,1.47319402002179,0.328384938646462,0.833110902250414,1.29743393462612,2.26030478855552,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,1.35838152232262,-0.523665471512868,1.37058186567281,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,1.2536176236952,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"Yes",-1.0162912378505,2.26237982134137,-0.966712358502405,-0.655854490338853,-1.29378997635431,0.328384938646462,0.833110902250414,0.165880061555411,-0.987336549583339,-0.328384938646462,-0.864654707717372,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"Yes",-1.0162912378505,2.26237982134137,-0.966712358502405,-0.655854490338853,-0.317207389398042,0.328384938646462,0.833110902250414,1.25916078891932,0.152999629476325,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,1.5705823679044,-0.523665471512868,1.35838152232262,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,1.2536176236952,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,1.84178379234556
"Yes",-1.0162912378505,-0.441922589008373,-0.966712358502405,-0.655854490338853,-1.1310262118616,-3.04458770882868,-1.20007641871786,-0.847526274768209,-0.925350511937706,3.04458770882868,-0.864654707717372,-0.888583821399392,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,1.37058186567281,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,1.2536176236952,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,-0.655854490338853,1.2697393144059,0.328384938646462,-1.20007641871786,-1.51481024991726,-0.486055287046408,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,-0.512304857650571,1.74321286737025,1.90122323284595,-0.711242532131895,-0.542841538796587
"No",0.98376991823928,-0.441922589008373,1.03422361281936,1.52441854511193,1.51388496114496,0.328384938646462,0.833110902250414,1.36732402678637,2.30747669149394,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,1.5705823679044,-0.523665471512868,1.35838152232262,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,1.2536176236952,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,1.52441854511193,1.59526684339132,0.328384938646462,0.833110902250414,0.393854885982892,1.38930850886801,-0.328384938646462,1.15629596305197,-0.888583821399392,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,1.37058186567281,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,1.2536176236952,-0.512304857650571,1.74321286737025,-0.52587025589356,-0.711242532131895,-0.542841538796587
"No",0.98376991823928,2.26237982134137,1.03422361281936,1.52441854511193,-0.886880565122532,0.328384938646462,0.833110902250414,0.340605291956035,-0.676812034999907,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,1.90122323284595,-0.711242532131895,-0.542841538796587
"Yes",0.98376991823928,-0.441922589008373,-0.966712358502405,1.52441854511193,-1.29378997635431,-3.04458770882868,0.833110902250414,-1.32011642175656,-1.00699334348162,3.04458770882868,-0.864654707717372,-0.888583821399392,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"No",-1.0162912378505,2.26237982134137,1.03422361281936,-0.655854490338853,0.944211785420473,0.328384938646462,0.833110902250414,0.395518935796231,0.86423218003316,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,1.54605273578196,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,-0.542841538796587
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,-0.655854490338853,-1.17171715298478,0.328384938646462,-1.20007641871786,-1.49151355253051,-0.977893364160762,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,1.52441854511193,1.47319402002179,0.328384938646462,0.833110902250414,-0.0271497167919451,0.854700946261654,-0.328384938646462,1.15629596305197,-0.888583821399392,-0.523665471512868,-0.523665471512868,1.5705823679044,-0.523665471512868,-0.736020574144724,-0.523665471512868,1.37058186567281,-0.523665471512868,1.54605273578196,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,1.74321286737025,1.90122323284595,-0.711242532131895,-0.542841538796587
"No",0.98376991823928,-0.441922589008373,-0.966712358502405,-0.655854490338853,0.211774845203271,0.328384938646462,-1.20007641871786,0.999569018038389,0.569204174861136,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,1.37058186567281,-0.523665471512868,1.54605273578196,-0.523665471512868,1.26277968574607,-0.523665471512868,-0.797529269746899,1.95156601198854,-0.573536810496208,-0.52587025589356,-0.711242532131895,-0.542841538796587
"No",-1.0162912378505,2.26237982134137,1.03422361281936,1.52441854511193,-0.439280212767575,0.328384938646462,-1.20007641871786,0.678407404063908,-0.154553253330771,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,-0.542841538796587
"No",0.98376991823928,-0.441922589008373,-0.966712358502405,-0.655854490338853,-1.17171715298478,0.328384938646462,-1.20007641871786,-1.50649000085056,-0.966270982102206,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,1.95156601198854,-0.573536810496208,-0.52587025589356,-0.711242532131895,1.84178379234556
"No",0.98376991823928,-0.441922589008373,-0.966712358502405,-0.655854490338853,-1.09033527073842,0.328384938646462,0.833110902250414,-0.308374135246283,-0.870364318031885,-0.328384938646462,-0.864654707717372,-0.888583821399392,-0.523665471512868,-0.523665471512868,1.5705823679044,-0.523665471512868,1.35838152232262,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,-0.542841538796587
"Yes",0.98376991823928,-0.441922589008373,-0.966712358502405,1.52441854511193,-0.968262447368888,0.328384938646462,-1.20007641871786,-0.320022483939658,-0.820132734968201,-0.328384938646462,-0.864654707717372,-0.888583821399392,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"Yes",0.98376991823928,-0.441922589008373,-0.966712358502405,1.52441854511193,-1.21240809410795,0.328384938646462,-1.20007641871786,0.894733879798014,-0.904967319160768,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,1.37058186567281,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,1.2536176236952,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"Yes",-1.0162912378505,-0.441922589008373,1.03422361281936,1.52441854511193,-1.29378997635431,0.328384938646462,0.833110902250414,-1.49151355253051,-1.00926058846652,-0.328384938646462,-0.864654707717372,-0.888583821399392,1.90922793721547,1.90922793721547,-0.636577086562795,1.90922793721547,-0.736020574144724,1.90922793721547,-0.729468828537787,1.90922793721547,-0.646677001908221,1.90922793721547,-0.79174281884079,1.90922793721547,-0.797529269746899,-0.512304857650571,-0.573536810496208,1.90122323284595,-0.711242532131895,-0.542841538796587
"No",-1.0162912378505,2.26237982134137,-0.966712358502405,-0.655854490338853,-0.602043977260287,0.328384938646462,0.833110902250414,0.323964793822642,-0.448194497007172,-0.328384938646462,-0.864654707717372,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,1.35838152232262,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,-0.79174281884079,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,1.40570438746213,-0.542841538796587
"No",-1.0162912378505,-0.441922589008373,1.03422361281936,-0.655854490338853,0.944211785420473,0.328384938646462,0.833110902250414,0.686727653130604,1.1402857660111,-0.328384938646462,1.15629596305197,1.12515749655777,-0.523665471512868,-0.523665471512868,-0.636577086562795,-0.523665471512868,-0.736020574144724,-0.523665471512868,-0.729468828537787,-0.523665471512868,-0.646677001908221,-0.523665471512868,1.26277968574607,-0.523665471512868,-0.797529269746899,-0.512304857650571,-0.573536810496208,-0.52587025589356,-0.711242532131895,-0.542841538796587
